order_id,user_id,restaurant_id,restaurant_name,driver_id,order_time,order_date,order_hour,is_weekend,is_ramadan_period,city,area,cuisine,item_name,quantity,unit_price_aed,delivery_fee_aed,total_price_aed,payment_method,delivery_distance_km,traffic_level,driver_vehicle,driver_availability,delivery_duration_mins,order_status,user_subscription,restaurant_health_score,order_quality_risk_score,churn_risk
ORD00704565,USR020623,RST01039,Lucky Wok Jumeirah Village Circle,DRV00477,2024-03-25 19:17:00,2024-03-25,19,0,1,Dubai,Jumeirah Village Circle,Chinese,Fried Rice Special,4,43.15,0,172.6,In-App Wallet,10.69,High,Motorcycle,Available,61.7,Delivered,1,0.526,0.557,0
ORD00555772,USR002931,RST01633,Patty Perfect Dubai Hills,DRV00118,2024-05-17 14:19:00,2024-05-17,14,1,0,Dubai,Dubai Hills,American,Mac & Cheese,2,134.15,5,273.3,Debit Card,1.29,Medium,Motorcycle,Busy,23.2,Delivered,1,0.592,0.429,1
ORD00618605,USR024022,RST00642,Islamabad Grill Al Barsha,DRV02567,2024-11-03 16:21:00,2024-11-03,16,0,0,Dubai,Al Barsha,Pakistani,Karahi Chicken,1,57.93,5,62.93,Apple Pay,9.33,High,Motorcycle,Busy,51.5,Delivered,1,0.909,0.416,0
ORD00458036,USR001222,RST01905,Royal Biryani House Business Bay,DRV01342,2024-10-04 10:38:00,2024-10-04,10,1,0,Dubai,Business Bay,Indian,Gulab Jamun,3,56.96,3,173.88,Credit Card,3.92,Medium,Motorcycle,Available,18.7,Delivered,0,0.641,0.322,0
ORD00516217,USR018700,RST00188,Bollywood Bites Al Furjan,DRV02277,2024-09-20 19:08:00,2024-09-20,19,1,0,Dubai,Al Furjan,Indian,Dal Makhani,1,72.47,7,79.47,In-App Wallet,2.93,High,Motorcycle,Unavailable,31.4,Cancelled,1,0.657,0.535,0
ORD00579006,USR020633,RST00400,Masala Junction Al Quoz,DRV01982,2024-03-05 11:52:00,2024-03-05,11,0,0,Dubai,Al Quoz,Indian,Mango Lassi,1,21.24,5,26.24,Apple Pay,5.16,Low,Motorcycle,Unavailable,20.5,Delivered,1,0.825,0.126,0
ORD00663731,USR001592,RST01759,El Rancho Mexican Tourist Club Area,DRV00266,2024-06-25 15:16:00,2024-06-25,15,0,0,Abu Dhabi,Tourist Club Area,Mexican,Chicken Burrito,1,56.87,5,61.87,In-App Wallet,12.35,Low,Motorcycle,Available,42.0,Delivered,0,0.604,0.258,0
ORD00008659,USR012601,RST01267,Trattoria Roma Al Taawun,DRV01628,2024-05-27 12:57:00,2024-05-27,12,0,0,Sharjah,Al Taawun,Italian,Cannoli Siciliani,1,41.64,3,44.64,Apple Pay,5.36,Medium,Motorcycle,Busy,39.3,Cancelled,1,0.864,0.349,0
ORD00408199,USR013831,RST01063,Lahori Chaska Motor City,DRV00673,2024-06-03 01:35:00,2024-06-03,1,0,0,Dubai,Motor City,Pakistani,Paya Soup,2,62.72,7,132.44,Credit Card,2.22,High,Motorcycle,Busy,15.9,Delivered,0,0.449,0.545,0
ORD00614905,USR002360,RST00996,Saffron Table Al Majaz,DRV02580,2024-11-19 18:58:00,2024-11-19,18,0,0,Sharjah,Al Majaz,Indian,Gulab Jamun,3,20.77,5,67.31,In-App Wallet,11.18,High,Motorcycle,Busy,54.9,Cancelled,0,0.727,0.416,0
ORD00538858,USR010880,RST00950,Suhoor Lounge DIFC,DRV00542,2024-11-20 20:24:00,2024-11-20,20,0,0,Dubai,DIFC,Arabic,Hummus Platter,1,181.49,5,186.49,Apple Pay,14.84,High,Motorcycle,Busy,69.8,Cancelled,1,0.821,0.45,0
ORD00586128,USR025755,RST01076,Trattoria Roma Al Quoz,DRV00245,2024-01-02 12:13:00,2024-01-02,12,0,0,Dubai,Al Quoz,Italian,Lasagne al Forno,2,50.14,0,100.28,Credit Card,13.77,Medium,Motorcycle,Busy,54.4,Delivered,0,0.872,0.238,0
ORD00167223,USR003380,RST01789,Zaatar w Zeit Karama,DRV00576,2024-07-31 13:38:00,2024-07-31,13,0,0,Dubai,Karama,Lebanese,Shanklish Salad,1,37.04,5,42.04,Credit Card,8.26,Medium,Motorcycle,Available,36.4,Delivered,1,0.39,0.429,0
ORD00274078,USR015495,RST01446,Nihari House Al Majaz,DRV02668,2024-12-11 23:13:00,2024-12-11,23,0,0,Sharjah,Al Majaz,Pakistani,Seekh Kebab,3,30.87,0,92.61,Apple Pay,7.74,Medium,Motorcycle,Available,39.2,Delivered,0,0.801,0.311,0
ORD00339611,USR019819,RST00461,Mandi House Deira,DRV02375,2024-08-10 20:38:00,2024-08-10,20,1,0,Dubai,Deira,Arabic,Kabsa,2,32.01,3,67.02,Apple Pay,14.48,Medium,Motorcycle,Busy,61.9,Delivered,0,0.757,0.288,0
ORD00655268,USR019488,RST01513,Saffron Table Jumeirah Village Circle,DRV01776,2024-04-09 18:53:00,2024-04-09,18,0,1,Dubai,Jumeirah Village Circle,Indian,Lamb Rogan Josh,2,79.25,3,161.5,Debit Card,1.18,Medium,Motorcycle,Available,21.2,In Transit,0,0.818,0.395,0
ORD00524560,USR004452,RST01714,Bombay Kitchen Deira,DRV00238,2024-04-16 20:00:00,2024-04-16,20,0,0,Dubai,Deira,Indian,Samosa (2pcs),1,23.61,5,28.61,Apple Pay,12.47,Medium,Bicycle,Busy,90.0,Delivered,0,0.927,0.311,1
ORD00336493,USR016500,RST01559,Five Guys Kitchen Al Barsha,DRV02941,2024-05-26 21:53:00,2024-05-26,21,0,0,Dubai,Al Barsha,American,Mac & Cheese,1,81.98,0,81.98,In-App Wallet,9.41,High,Motorcycle,Available,45.1,Delivered,1,0.898,0.412,0
ORD00631310,USR022168,RST00498,Adobo House Business Bay,DRV01454,2024-05-25 08:59:00,2024-05-25,8,1,0,Dubai,Business Bay,Filipino,Sinigang na Baboy,1,71.63,3,74.63,Apple Pay,6.81,High,Motorcycle,Available,41.4,Cancelled,1,0.785,0.543,0
ORD00594005,USR011302,RST01698,Mumbai Street Food JLT,DRV00415,2024-05-14 21:40:00,2024-05-14,21,0,0,Dubai,JLT,Indian,Dal Makhani,2,69.46,5,143.92,In-App Wallet,9.03,Very High,Motorcycle,Available,60.2,Delivered,1,0.72,0.642,0
ORD00086635,USR028698,RST01011,Al Dawaar Grill JLT,DRV02101,2024-07-31 13:56:00,2024-07-31,13,0,0,Dubai,JLT,Arabic,Grilled Hammour,2,61.18,0,122.36,Apple Pay,9.86,High,Motorcycle,Available,46.7,Delivered,1,0.731,0.519,1
ORD00520845,USR006556,RST01747,The Wing Co Al Reef,DRV00890,2024-04-04 15:06:00,2024-04-04,15,0,1,Abu Dhabi,Al Reef,American,Crispy Chicken Sandwich,3,22.03,3,69.09,Apple Pay,8.21,Medium,Motorcycle,Available,43.4,Delivered,1,0.541,0.378,0
ORD00147691,USR006053,RST00825,Khaleeji Bites Tourist Club Area,DRV01179,2024-10-26 20:22:00,2024-10-26,20,1,0,Abu Dhabi,Tourist Club Area,Arabic,Falafel Wrap,1,63.57,0,63.57,In-App Wallet,14.27,Very High,Motorcycle,Available,82.9,Delivered,1,0.744,0.633,0
ORD00658711,USR027405,RST00504,Patty Perfect JLT,DRV02116,2024-07-26 16:39:00,2024-07-26,16,1,0,Dubai,JLT,American,BBQ Chicken Wings,1,94.19,3,97.19,Apple Pay,5.15,Medium,Motorcycle,Unavailable,23.0,Delivered,1,0.706,0.295,0
ORD00691370,USR020708,RST01821,Mandi House Dubai South,DRV02192,2024-11-15 12:04:00,2024-11-15,12,1,0,Dubai,Dubai South,Arabic,Grilled Hammour,4,40.67,7,169.68,Credit Card,13.17,Medium,Motorcycle,Available,56.1,Delivered,0,0.876,0.308,0
ORD00419587,USR027408,RST00118,Wasabi Kitchen Silicon Oasis,DRV02679,2024-02-17 14:51:00,2024-02-17,14,1,0,Dubai,Silicon Oasis,Japanese,Miso Soup,1,41.12,0,41.12,In-App Wallet,14.42,High,Motorcycle,Available,67.1,Delivered,1,0.459,0.577,0
ORD00174867,USR025994,RST00978,Al Safadi Al Nuaimiya,DRV00872,2024-01-14 21:17:00,2024-01-14,21,0,0,Ajman,Al Nuaimiya,Arabic,Lamb Mandi,4,41.07,5,169.28,Debit Card,7.41,High,Motorcycle,Available,46.6,Delivered,0,0.6,0.503,0
ORD00351220,USR003873,RST01583,Pad Thai House Creek Harbour,DRV02579,2024-03-09 21:21:00,2024-03-09,21,1,0,Dubai,Creek Harbour,Thai,Thai Basil Fried Rice,2,138.18,7,283.36,Apple Pay,12.02,High,Motorcycle,Busy,58.8,Delivered,1,0.798,0.437,0
ORD00743601,USR021805,RST01410,Ihaw Ihaw International City,DRV02028,2024-09-27 17:43:00,2024-09-27,17,1,0,Dubai,International City,Filipino,Sisig Rice Bowl,1,31.3,0,31.3,Apple Pay,11.18,Medium,Motorcycle,Available,51.9,Delivered,0,0.663,0.328,0
ORD00666182,USR011550,RST00856,Jade Garden Corniche,DRV02585,2024-07-05 22:07:00,2024-07-05,22,1,0,Abu Dhabi,Corniche,Chinese,Steamed Dumplings,2,169.63,0,339.26,In-App Wallet,14.72,Very High,Bicycle,Busy,90.0,Cancelled,0,0.66,0.533,0
ORD00291740,USR019525,RST00385,Al Safadi Downtown,DRV01573,2024-01-24 19:09:00,2024-01-24,19,0,0,Dubai,Downtown,Arabic,Chicken Shawarma,2,214.46,3,431.92,In-App Wallet,4.99,High,Bicycle,Available,59.6,Delivered,1,0.639,0.514,0
ORD00402488,USR010866,RST00623,Yakitori Yoshi Al Taawun,DRV02070,2024-05-25 13:28:00,2024-05-25,13,1,0,Sharjah,Al Taawun,Japanese,Yakitori Skewers,1,58.9,0,58.9,Apple Pay,10.53,Low,Motorcycle,Available,41.3,Delivered,1,0.965,0.219,0
ORD00062532,USR003668,RST01995,Namaste Kitchen Business Bay,DRV00133,2024-10-30 17:29:00,2024-10-30,17,0,0,Dubai,Business Bay,Indian,Dal Makhani,2,69.77,3,142.54,Credit Card,13.73,High,Motorcycle,Available,69.8,Delivered,0,0.695,0.481,0
ORD00245252,USR016264,RST01979,Al Fanar Tourist Club Area,DRV00575,2024-06-16 19:02:00,2024-06-16,19,0,0,Abu Dhabi,Tourist Club Area,Arabic,Chicken Shawarma,1,56.47,5,61.47,Credit Card,14.23,High,Motorcycle,Available,67.7,Delivered,1,0.722,0.494,0
ORD00763667,USR016023,RST00939,El Rancho Mexican Palm Jumeirah,DRV02227,2024-11-04 06:53:00,2024-11-04,6,0,0,Dubai,Palm Jumeirah,Mexican,Chicken Burrito,3,142.14,5,431.42,Credit Card,7.17,Low,Motorcycle,Available,29.8,In Transit,0,0.749,0.198,0
ORD00576733,USR021569,RST00975,Al Safadi DIFC,DRV02890,2024-07-11 07:20:00,2024-07-11,7,0,0,Dubai,DIFC,Arabic,Lamb Mandi,2,137.87,3,278.74,Apple Pay,10.85,Low,Motorcycle,Available,40.2,Delivered,1,0.867,0.208,0
ORD00673494,USR013632,RST01674,Arabian Nights Kitchen Jumeirah,DRV02714,2024-12-11 17:35:00,2024-12-11,17,0,0,Dubai,Jumeirah,Arabic,Grilled Hammour,2,60.77,5,126.54,Apple Pay,0.59,High,Motorcycle,Available,19.8,Delivered,0,0.749,0.381,0
ORD00441646,USR010177,RST00449,Emirati Table Downtown,DRV00754,2024-10-09 14:45:00,2024-10-09,14,0,0,Dubai,Downtown,Arabic,Grilled Hammour,1,213.17,7,220.17,Credit Card,2.51,Low,Motorcycle,Available,10.0,Delivered,1,0.927,0.19,0
ORD00703508,USR012127,RST01272,Mezze House Garhoud,DRV01686,2024-12-27 19:58:00,2024-12-27,19,1,0,Dubai,Garhoud,Lebanese,Baba Ghanoush,2,86.0,5,177.0,Credit Card,6.3,Low,Motorcycle,Available,37.8,Delivered,1,0.502,0.39,0
ORD00313617,USR027720,RST00039,Delhi Darbar Garhoud,DRV02858,2024-06-14 08:33:00,2024-06-14,8,1,0,Dubai,Garhoud,Indian,Palak Paneer,1,83.42,5,88.42,Apple Pay,4.69,Medium,Motorcycle,Available,24.8,Delivered,1,0.797,0.313,0
ORD00535241,USR013406,RST00479,Peshawar Wala Downtown,DRV01026,2024-03-26 20:06:00,2024-03-26,20,0,1,Dubai,Downtown,Pakistani,Chapli Kebab,1,154.75,0,154.75,Apple Pay,2.86,Low,Bicycle,Busy,32.2,Delivered,1,0.863,0.278,0
ORD00067181,USR004559,RST00547,Maharaja Palace Oud Metha,DRV01834,2024-12-14 11:21:00,2024-12-14,11,1,0,Dubai,Oud Metha,Indian,Garlic Naan,1,52.75,7,59.75,Apple Pay,12.8,Low,Motorcycle,Available,43.5,Delivered,0,0.408,0.376,0
ORD00274173,USR015022,RST00291,BBQ Smokehouse Corniche,DRV02918,2024-07-30 18:30:00,2024-07-30,18,0,0,Abu Dhabi,Corniche,American,BBQ Chicken Wings,2,102.93,7,212.86,In-App Wallet,13.87,High,Bicycle,Available,90.0,Delivered,1,0.783,0.453,0
ORD00078187,USR005766,RST00311,Spice Route JLT,DRV00603,2024-02-13 19:00:00,2024-02-13,19,0,0,Dubai,JLT,Indian,Gulab Jamun,3,45.24,0,135.72,Credit Card,10.87,Medium,Motorcycle,Unavailable,48.9,Delivered,1,0.622,0.377,0
ORD00728645,USR016137,RST01291,Maharaja Palace Yas Island,DRV00671,2024-08-11 20:06:00,2024-08-11,20,0,0,Abu Dhabi,Yas Island,Indian,Gulab Jamun,4,145.51,5,587.04,In-App Wallet,14.98,Medium,Motorcycle,Available,58.5,Cancelled,1,0.621,0.391,0
ORD00132571,USR016845,RST01097,Arabian Nights Kitchen Al Nuaimiya,DRV02494,2024-08-03 18:08:00,2024-08-03,18,1,0,Ajman,Al Nuaimiya,Arabic,Jareesh,1,35.18,3,38.18,Apple Pay,6.34,Low,Motorcycle,Available,21.1,Delivered,0,0.636,0.159,0
ORD00354675,USR013146,RST00774,Lahori Chaska Deira,DRV01973,2024-12-07 18:02:00,2024-12-07,18,1,0,Dubai,Deira,Pakistani,Karahi Chicken,1,37.94,7,44.94,Credit Card,2.87,Medium,Motorcycle,Available,17.8,Delivered,1,0.661,0.376,0
ORD00279884,USR021946,RST01411,Tokyo Kitchen Business Bay,DRV01195,2024-02-05 21:24:00,2024-02-05,21,0,0,Dubai,Business Bay,Japanese,Teriyaki Chicken Bowl,2,81.26,7,169.52,Credit Card,12.24,Medium,Motorcycle,Unavailable,55.0,Delivered,1,0.928,0.24,0
ORD00351438,USR000580,RST00132,Mandi House Al Zaab,DRV01446,2024-05-29 16:00:00,2024-05-29,16,0,0,Abu Dhabi,Al Zaab,Arabic,Chicken Shawarma,3,39.09,3,120.27,Credit Card,2.43,Medium,Motorcycle,Available,17.4,Cancelled,1,0.77,0.197,1
ORD00166030,USR024935,RST00688,Spice Route Festival City,DRV02478,2024-07-19 11:33:00,2024-07-19,11,1,0,Dubai,Festival City,Indian,Butter Chicken,1,140.66,5,145.66,Credit Card,5.76,Low,Motorcycle,Busy,32.1,Delivered,1,0.866,0.283,0
ORD00110232,USR010492,RST01538,Peking House Deira,DRV00236,2024-03-23 07:52:00,2024-03-23,7,1,1,Dubai,Deira,Chinese,Peking Duck Wrap,1,37.92,0,37.92,Credit Card,5.25,Medium,Motorcycle,Available,36.2,Delivered,1,0.728,0.465,0
ORD00477466,USR011948,RST01579,Five Guys Kitchen Al Barsha,DRV02611,2024-11-24 12:03:00,2024-11-24,12,0,0,Dubai,Al Barsha,American,Philly Cheesesteak,1,52.07,3,55.07,Credit Card,9.1,High,Motorcycle,Available,48.8,Delivered,1,0.899,0.369,0
ORD00326809,USR022709,RST01091,BBQ Tonight Al Nahda Dubai,DRV01264,2024-08-30 23:55:00,2024-08-30,23,1,0,Dubai,Al Nahda Dubai,Pakistani,Daal Chawal,3,39.8,5,124.4,Apple Pay,8.75,Medium,Motorcycle,Busy,44.6,Delivered,1,0.471,0.47,0
ORD00224415,USR029215,RST00103,Curry Leaf Al Rashidiya,DRV02032,2024-05-29 10:37:00,2024-05-29,10,0,0,Ajman,Al Rashidiya,Indian,Lamb Rogan Josh,3,21.75,3,68.25,Apple Pay,14.11,Medium,Motorcycle,Busy,58.7,Delivered,1,0.465,0.416,1
ORD00029086,USR004953,RST01709,Karachi Darbar Al Reem Island,DRV01587,2024-03-08 17:52:00,2024-03-08,17,1,0,Abu Dhabi,Al Reem Island,Pakistani,Aloo Gosht,1,77.44,0,77.44,Debit Card,11.52,High,Motorcycle,Available,62.3,Delivered,1,0.757,0.421,0
ORD00018280,USR015092,RST00617,Dynasty Kitchen Sports City,DRV02888,2024-08-11 22:46:00,2024-08-11,22,0,0,Dubai,Sports City,Chinese,Wonton Soup,1,53.82,0,53.82,Credit Card,1.6,Medium,Motorcycle,Busy,20.4,Delivered,1,0.868,0.424,0
ORD00062808,USR011856,RST00397,Mumbai Street Food Al Nahda,DRV01906,2024-08-22 16:16:00,2024-08-22,16,0,0,Sharjah,Al Nahda,Indian,Chicken Tikka Masala,1,27.82,3,30.82,Apple Pay,14.51,Medium,Motorcycle,Available,56.7,Delivered,1,0.909,0.31,0
ORD00548946,USR014292,RST01758,Babel Beirut Jumeirah Village Triangle,DRV01842,2024-07-19 19:45:00,2024-07-19,19,1,0,Dubai,Jumeirah Village Triangle,Lebanese,Baba Ghanoush,4,79.59,0,318.36,Credit Card,11.02,Medium,Motorcycle,Available,46.8,Delivered,1,0.902,0.29,0
ORD00740208,USR028107,RST01194,Noodle Bar Shanghai Al Mushrif,DRV01018,2024-12-09 01:31:00,2024-12-09,1,0,0,Abu Dhabi,Al Mushrif,Chinese,Beef Chow Mein,2,69.75,0,139.5,In-App Wallet,10.9,High,Motorcycle,Available,54.1,Delivered,1,0.5,0.482,0
ORD00260393,USR000293,RST01475,Sisig Station Business Bay,DRV02319,2024-06-08 22:02:00,2024-06-08,22,1,0,Dubai,Business Bay,Filipino,Crispy Pata,1,48.08,3,51.08,Apple Pay,10.72,Very High,Motorcycle,Available,71.8,Cancelled,1,0.854,0.626,1
ORD00495662,USR026735,RST01699,Al Waha Lebanese Garhoud,DRV02669,2024-02-25 15:01:00,2024-02-25,15,0,0,Dubai,Garhoud,Lebanese,Knafeh,2,52.41,0,104.82,Credit Card,14.87,Medium,Motorcycle,Busy,57.7,Delivered,1,0.631,0.368,0
ORD00131277,USR020574,RST01786,Mandi House Creek Harbour,DRV01849,2024-08-20 15:15:00,2024-08-20,15,0,0,Dubai,Creek Harbour,Arabic,Mixed Grill,4,116.12,3,467.48,Credit Card,7.83,Medium,Motorcycle,Available,39.2,Delivered,0,0.72,0.328,0
ORD00163033,USR010672,RST01375,Lucky Wok Al Taawun,DRV00512,2024-07-19 12:21:00,2024-07-19,12,1,0,Sharjah,Al Taawun,Chinese,Fried Rice Special,1,38.32,0,38.32,In-App Wallet,6.82,Medium,Motorcycle,Unavailable,39.9,In Transit,1,0.744,0.414,0
ORD00331625,USR028088,RST01422,Lucky Wok Al Nahda,DRV01836,2024-09-25 23:19:00,2024-09-25,23,0,0,Sharjah,Al Nahda,Chinese,Mapo Tofu,2,22.55,3,48.1,Credit Card,2.18,Low,Motorcycle,Available,21.3,Cancelled,1,0.611,0.367,0
ORD00647629,USR012340,RST01800,Trattoria Roma Shahama,DRV00461,2024-12-28 18:19:00,2024-12-28,18,1,0,Abu Dhabi,Shahama,Italian,Risotto ai Funghi,2,27.12,0,54.24,Apple Pay,2.18,High,Motorcycle,Available,19.5,Delivered,1,0.763,0.487,0
ORD00561682,USR029256,RST00045,Ramen Republic Al Muroor,DRV02377,2024-04-17 13:23:00,2024-04-17,13,0,0,Abu Dhabi,Al Muroor,Japanese,Matcha Ice Cream,1,33.15,7,40.15,Apple Pay,3.24,High,Motorcycle,Available,28.4,Delivered,1,0.806,0.442,1
ORD00294287,USR022586,RST00377,Bedouin Kitchen Tourist Club Area,DRV01456,2024-05-27 00:02:00,2024-05-27,0,0,0,Abu Dhabi,Tourist Club Area,Arabic,Grilled Hammour,1,91.93,7,98.93,Credit Card,1.54,Low,Motorcycle,Available,27.6,In Transit,1,0.807,0.274,1
ORD00156089,USR006958,RST01817,Tokyo Kitchen Discovery Gardens,DRV02371,2024-11-24 05:01:00,2024-11-24,5,0,0,Dubai,Discovery Gardens,Japanese,Chicken Katsu Curry,2,30.69,7,68.38,Credit Card,9.09,High,Bicycle,Busy,83.3,Delivered,1,0.547,0.54,0
ORD00471126,USR007767,RST00252,Tandoor House Yas Island,DRV01333,2024-10-26 17:48:00,2024-10-26,17,1,0,Abu Dhabi,Yas Island,Indian,Garlic Naan,1,111.61,7,118.61,Apple Pay,8.88,Low,Motorcycle,Available,39.7,Delivered,1,0.969,0.204,0
ORD00712782,USR022452,RST01895,Emirati Table Al Nahda,DRV00233,2024-03-31 18:20:00,2024-03-31,18,0,1,Sharjah,Al Nahda,Arabic,Grilled Hammour,1,30.17,0,30.17,Credit Card,4.64,Low,Motorcycle,Available,22.0,Delivered,1,0.725,0.241,1
ORD00424650,USR017560,RST01900,Trattoria Roma Jumeirah,DRV01344,2024-02-15 22:01:00,2024-02-15,22,0,0,Dubai,Jumeirah,Italian,Pasta Carbonara,1,101.78,7,108.78,Apple Pay,0.73,Low,Motorcycle,Unavailable,18.2,Delivered,1,0.546,0.456,0
ORD00658649,USR006677,RST01057,Nonna Rosa Corniche,DRV02835,2024-03-04 19:43:00,2024-03-04,19,0,0,Abu Dhabi,Corniche,Italian,Cannoli Siciliani,1,127.0,0,127.0,Debit Card,8.37,Medium,Motorcycle,Unavailable,43.0,Cancelled,1,0.727,0.325,0
ORD00595775,USR028708,RST01410,Ihaw Ihaw International City,DRV00715,2024-07-29 21:28:00,2024-07-29,21,0,0,Dubai,International City,Filipino,Longganisa Rice,1,30.19,7,37.19,Credit Card,1.15,Low,Motorcycle,Available,16.5,Delivered,1,0.663,0.346,0
ORD00354210,USR007046,RST00186,Bombay Kitchen Oud Metha,DRV00040,2024-04-17 19:35:00,2024-04-17,19,0,0,Dubai,Oud Metha,Indian,Gulab Jamun,3,49.62,5,153.86,Apple Pay,11.41,Medium,Motorcycle,Busy,44.4,Delivered,1,0.361,0.421,0
ORD00553220,USR023580,RST00233,Chao Fan Express Garhoud,DRV00297,2024-07-10 11:02:00,2024-07-10,11,0,0,Dubai,Garhoud,Chinese,Steamed Dumplings,1,60.56,0,60.56,In-App Wallet,12.49,Medium,Motorcycle,Busy,61.2,Delivered,0,0.657,0.376,0
ORD00124874,USR002351,RST00266,Nobu Express Al Quoz,DRV00247,2024-05-29 17:08:00,2024-05-29,17,0,0,Dubai,Al Quoz,Japanese,Yakitori Skewers,1,30.36,5,35.36,Credit Card,3.17,Very High,Motorcycle,Available,30.1,In Transit,1,0.846,0.588,0
ORD00569713,USR019761,RST01292,Tokyo Kitchen Deira,DRV00990,2024-03-17 08:42:00,2024-03-17,8,0,1,Dubai,Deira,Japanese,Matcha Ice Cream,3,36.82,0,110.46,Debit Card,8.96,Medium,Bicycle,Available,77.0,Delivered,1,0.335,0.495,1
ORD00381775,USR020326,RST00734,Five Guys Kitchen Sports City,DRV00749,2024-08-13 10:25:00,2024-08-13,10,0,0,Dubai,Sports City,American,Mac & Cheese,3,82.3,3,249.9,Apple Pay,11.95,Medium,Bicycle,Unavailable,86.5,Delivered,1,0.436,0.436,0
ORD00174149,USR001896,RST01270,Al Dawaar Grill Mirdif,DRV00990,2024-12-09 19:45:00,2024-12-09,19,0,0,Dubai,Mirdif,Arabic,Grilled Hammour,1,59.85,0,59.85,Credit Card,2.88,Very High,Bicycle,Available,42.7,Delivered,1,0.743,0.709,0
ORD00460249,USR005390,RST01285,Nonna Rosa Al Taawun,DRV02393,2024-12-05 16:19:00,2024-12-05,16,0,0,Sharjah,Al Taawun,Italian,Bruschetta,1,52.62,5,57.62,Apple Pay,10.27,Medium,Motorcycle,Available,42.7,Delivered,0,0.694,0.295,0
ORD00013683,USR028956,RST00129,Babel Beirut Al Taawun,DRV01069,2024-10-30 21:08:00,2024-10-30,21,0,0,Sharjah,Al Taawun,Lebanese,Manakeesh Zaatar,1,22.13,0,22.13,Credit Card,2.42,High,Motorcycle,Available,27.9,In Transit,1,0.911,0.512,0
ORD00498232,USR021540,RST01314,Saffron Table Motor City,DRV02855,2024-12-14 19:52:00,2024-12-14,19,1,0,Dubai,Motor City,Indian,Garlic Naan,1,77.82,3,80.82,In-App Wallet,6.56,Low,Motorcycle,Available,36.8,Delivered,0,0.698,0.294,0
ORD00623838,USR006474,RST00273,Nihari House Al Reef,DRV02230,2024-04-28 14:53:00,2024-04-28,14,0,0,Abu Dhabi,Al Reef,Pakistani,Chapli Kebab,2,38.81,7,84.62,In-App Wallet,11.24,High,Motorcycle,Available,57.0,Delivered,0,0.628,0.456,1
ORD00414441,USR005933,RST00549,Cedar Tree Khalidiyah,DRV02802,2024-03-26 22:01:00,2024-03-26,22,0,1,Abu Dhabi,Khalidiyah,Lebanese,Knafeh,1,48.93,5,53.93,Debit Card,14.5,Medium,Motorcycle,Available,59.6,Delivered,1,0.729,0.417,0
ORD00178300,USR013576,RST00760,Golden Curry Muwaileh,DRV01242,2024-10-05 18:31:00,2024-10-05,18,1,0,Sharjah,Muwaileh,Indian,Lamb Rogan Josh,1,26.87,5,31.87,Apple Pay,12.27,High,Motorcycle,Available,60.3,Cancelled,1,0.673,0.431,0
ORD00536961,USR023814,RST01811,Sawadee Kitchen Muhaisnah,DRV01372,2024-05-12 23:32:00,2024-05-12,23,0,0,Dubai,Muhaisnah,Thai,Green Curry Chicken,1,22.95,0,22.95,Apple Pay,14.24,Medium,Motorcycle,Available,59.2,Delivered,1,0.688,0.37,0
ORD00158955,USR000402,RST01504,Tandoor House Al Reem Island,DRV01541,2024-09-12 12:24:00,2024-09-12,12,0,0,Abu Dhabi,Al Reem Island,Indian,Chicken Biryani,1,59.67,0,59.67,Debit Card,9.37,Medium,Motorcycle,Available,38.6,Delivered,0,0.628,0.311,0
ORD00006603,USR009205,RST01480,Bollywood Bites Al Furjan,DRV02757,2024-05-29 08:15:00,2024-05-29,8,0,0,Dubai,Al Furjan,Indian,Chicken Biryani,3,65.48,5,201.44,Apple Pay,1.72,Medium,Motorcycle,Available,19.5,Delivered,1,0.793,0.249,0
ORD00225182,USR000172,RST01121,Chai & Spice Khalifa City,DRV00682,2024-10-21 22:16:00,2024-10-21,22,0,0,Abu Dhabi,Khalifa City,Indian,Chicken Biryani,2,64.44,3,131.88,Credit Card,14.47,Low,Bicycle,Available,90.0,Delivered,0,0.76,0.264,0
ORD00303376,USR000177,RST00725,Wok to Walk Al Jurf,DRV02036,2024-10-24 01:32:00,2024-10-24,1,0,0,Ajman,Al Jurf,Chinese,Steamed Dumplings,1,20.32,0,20.32,Apple Pay,0.77,Low,Motorcycle,Available,17.4,Cancelled,0,0.572,0.267,0
ORD00760077,USR006354,RST00585,Curry Leaf Al Zaab,DRV02683,2024-09-16 11:34:00,2024-09-16,11,0,0,Abu Dhabi,Al Zaab,Indian,Palak Paneer,1,24.07,7,31.07,Credit Card,10.73,High,Motorcycle,Available,56.2,Delivered,0,0.864,0.41,0
ORD00423121,USR029343,RST01606,Delhi Darbar Al Majaz,DRV00260,2024-11-09 10:49:00,2024-11-09,10,1,0,Sharjah,Al Majaz,Indian,Samosa (2pcs),1,41.95,3,44.95,Debit Card,11.12,Low,Motorcycle,Busy,35.1,Delivered,0,0.889,0.204,0
ORD00374782,USR020400,RST00567,Liberty Grill Motor City,DRV00757,2024-05-02 12:09:00,2024-05-02,12,0,0,Dubai,Motor City,American,Nashville Hot Tenders,1,92.63,3,95.63,Debit Card,11.5,Low,Bicycle,Busy,76.2,Delivered,0,0.648,0.338,0
